date,open,high,low,close,adjClose,volume,unadjustedVolume,vwap
1990-04-06,641.2689819,641.2689819,641.2689819,641.2689819,641.2689819,0,0,0.0
1990-04-09,633.4819946,633.4819946,633.4819946,633.4819946,633.4819946,0,0,0.0
1990-04-10,632.0859985,632.0859985,632.0859985,632.0859985,632.0859985,0,0,0.0
1990-04-11,634.6929932,634.6929932,634.6929932,634.6929932,634.6929932,0,0,0.0
1990-04-12,639.6140137,639.6140137,639.6140137,639.6140137,639.6140137,0,0,0.0
1990-04-16,640.0139771,640.0139771,640.0139771,640.0139771,640.0139771,0,0,0.0
1990-04-17,641.8729858,641.8729858,641.8729858,641.8729858,641.8729858,0,0,0.0
1990-04-18,640.5280151,640.5280151,640.5280151,640.5280151,640.5280151,0,0,0.0
1990-04-19,643.9060059,643.9060059,643.9060059,643.9060059,643.9060059,0,0,0.0
1990-04-20,641.6859741,641.6859741,641.6859741,641.6859741,641.6859741,0,0,0.0
1990-04-23,643.9099731,643.9099731,643.9099731,643.9099731,643.9099731,0,0,0.0
1990-04-24,638.7979736,638.7979736,638.7979736,638.7979736,638.7979736,0,0,0.0
1990-05-01,639.0100098,639.0100098,639.0100098,639.0100098,639.0100098,0,0,0.0
1990-05-02,636.1539917,636.1539917,636.1539917,636.1539917,636.1539917,0,0,0.0
1990-05-03,642.1599731,642.1599731,642.1599731,642.1599731,642.1599731,0,0,0.0
1990-05-04,643.0939941,643.0939941,643.0939941,643.0939941,643.0939941,0,0,0.0
1990-05-07,641.9459839,641.9459839,641.9459839,641.9459839,641.9459839,0,0,0.0
1990-05-08,642.9840088,642.9840088,642.9840088,642.9840088,642.9840088,0,0,0.0
1990-05-09,645.0120239,645.0120239,645.0120239,645.0120239,645.0120239,0,0,0.0
1990-05-11,643.3120117,643.3120117,643.3120117,643.3120117,643.3120117,0,0,0.0
1990-05-14,638.9219971,638.9219971,638.9219971,638.9219971,638.9219971,0,0,0.0
1990-05-15,640.8549805,640.8549805,640.8549805,640.8549805,640.8549805,0,0,0.0
1990-05-16,639.3369751,639.3369751,639.3369751,639.3369751,639.3369751,0,0,0.0
1990-05-17,644.440979,644.440979,644.440979,644.440979,644.440979,0,0,0.0
1990-05-21,647.2160034,647.2160034,647.2160034,647.2160034,647.2160034,0,0,0.0
1990-05-22,647.401001,647.401001,647.401001,647.401001,647.401001,0,0,0.0
1990-05-23,646.2470093,646.2470093,646.2470093,646.2470093,646.2470093,0,0,0.0
1990-05-25,647.3599854,647.3599854,647.3599854,647.3599854,647.3599854,0,0,0.0
1990-05-28,640.1300049,640.1300049,640.1300049,640.1300049,640.1300049,0,0,0.0
1990-05-29,641.1400146,641.1400146,641.1400146,641.1400146,641.1400146,0,0,0.0
1990-05-30,640.5800171,640.5800171,640.5800171,640.5800171,640.5800171,0,0,0.0
1990-05-31,636.4000244,636.4000244,636.4000244,636.4000244,636.4000244,0,0,0.0
1990-06-01,635.0200195,635.0200195,635.0200195,635.0200195,635.0200195,0,0,0.0
1990-06-04,636.2399902,636.2399902,636.2399902,636.2399902,636.2399902,0,0,0.0
1990-06-05,637.0800171,637.0800171,637.0800171,637.0800171,637.0800171,0,0,0.0
1990-06-06,636.6420288,636.6420288,636.6420288,636.6420288,636.6420288,0,0,0.0
1990-06-07,636.0,636.0,636.0,636.0,636.0,0,0,0.0
1990-06-08,636.0599976,636.0599976,636.0599976,636.0599976,636.0599976,0,0,0.0
1990-06-11,634.7600098,634.7600098,634.7600098,634.7600098,634.7600098,0,0,0.0
1990-06-12,634.4199829,634.4199829,634.4199829,634.4199829,634.4199829,0,0,0.0
1990-06-13,631.3800049,631.3800049,631.3800049,631.3800049,631.3800049,0,0,0.0
1990-06-14,630.2999878,630.2999878,630.2999878,630.2999878,630.2999878,0,0,0.0
1990-06-15,628.2800293,628.2800293,628.2800293,628.2800293,628.2800293,0,0,0.0
1990-06-18,626.9000244,626.9000244,626.9000244,626.9000244,626.9000244,0,0,0.0
1990-06-19,621.789978,621.789978,621.789978,621.789978,621.789978,0,0,0.0
1990-06-20,622.4299927,622.4299927,622.4299927,622.4299927,622.4299927,0,0,0.0
1990-06-21,622.9799805,622.9799805,622.9799805,622.9799805,622.9799805,0,0,0.0
1990-06-22,623.9500122,623.9500122,623.9500122,623.9500122,623.9500122,0,0,0.0
1990-06-25,626.1400146,626.1400146,626.1400146,626.1400146,626.1400146,0,0,0.0
1990-06-26,623.7600098,623.7600098,623.7600098,623.7600098,623.7600098,0,0,0.0
1990-06-27,627.0999756,627.0999756,627.0999756,627.0999756,627.0999756,0,0,0.0
1990-06-28,626.7600098,626.7600098,626.7600098,626.7600098,626.7600098,0,0,0.0
1990-06-29,624.3200073,624.3200073,624.3200073,624.3200073,624.3200073,0,0,0.0
1990-07-02,629.4400024,629.4400024,629.4400024,629.4400024,629.4400024,0,0,0.0
1990-07-03,629.7000122,629.7000122,629.7000122,629.7000122,629.7000122,0,0,0.0
1990-07-04,629.7080078,629.7080078,629.7080078,629.7080078,629.7080078,0,0,0.0
1990-07-05,627.4229736,627.4229736,627.4229736,627.4229736,627.4229736,0,0,0.0
1990-07-06,626.8109741,626.8109741,626.8109741,626.8109741,626.8109741,0,0,0.0
1990-07-09,623.2979736,623.2979736,623.2979736,623.2979736,623.2979736,0,0,0.0
1990-07-10,624.6010132,624.6010132,624.6010132,624.6010132,624.6010132,0,0,0.0
1990-07-11,627.4689941,627.4689941,627.4689941,627.4689941,627.4689941,0,0,0.0
1990-07-12,627.9689941,627.9689941,627.9689941,627.9689941,627.9689941,0,0,0.0
1990-07-13,630.0209961,630.0209961,630.0209961,630.0209961,630.0209961,0,0,0.0
1990-07-16,630.7340088,630.7340088,630.7340088,630.7340088,630.7340088,0,0,0.0
