date,open,high,low,close,adjClose,volume,unadjustedVolume,vwap
1996-10-08,579.40002,592.70001,579.40002,590.09998,590.09998,0,0,587.4
1996-10-09,590.09998,590.79999,582.20001,583.09998,583.09998,0,0,585.36666
1996-10-10,583.20001,584.59998,578.29999,584.59998,584.59998,0,0,582.49998
1996-10-11,584.90002,585.90002,582.40002,584.29999,584.29999,0,0,584.20001
1996-10-14,584.29999,584.29999,580.59998,584.0,584.0,0,0,582.96665
1996-10-15,584.09998,584.59998,573.70001,578.90002,578.90002,0,0,579.06667
1996-10-16,577.40002,577.40002,560.40002,560.59998,560.59998,0,0,566.13334
1996-10-17,560.70001,569.70001,560.70001,569.70001,569.70001,0,0,566.70001
1996-10-18,570.20001,573.40002,569.0,569.70001,569.70001,0,0,570.70001
1996-10-21,569.79999,570.0,556.90002,557.40002,557.40002,0,0,561.43335
1996-10-22,557.20001,557.40002,547.90002,557.29999,557.29999,0,0,554.20001
1996-10-23,555.0,561.0,547.5,561.0,561.0,0,0,556.5
1996-10-24,561.09998,566.09998,560.20001,561.0,561.0,0,0,562.43333
1996-10-25,561.0,561.09998,558.40002,559.59998,559.59998,0,0,559.69999
1996-10-28,559.59998,563.29999,559.59998,562.20001,562.20001,0,0,561.69999
1996-10-29,562.5,571.0,562.40002,570.20001,570.20001,0,0,567.86668
1996-10-30,570.70001,571.40002,568.0,570.20001,570.20001,0,0,569.86668
1996-10-31,570.0,571.20001,566.59998,570.5,570.5,0,0,569.43333
1996-11-01,570.29999,574.29999,569.90002,573.90002,573.90002,0,0,572.70001
1996-11-04,573.90002,582.90002,573.90002,582.29999,582.29999,0,0,579.70001
1996-11-05,582.40002,586.90002,582.40002,583.5,583.5,0,0,584.26668
1996-11-06,583.70001,584.20001,577.90002,579.70001,579.70001,0,0,580.60002
1996-11-07,580.5,583.90002,577.0,583.29999,583.29999,0,0,581.4
1996-11-08,583.09998,583.09998,579.20001,579.40002,579.40002,0,0,580.56667
1996-11-11,579.59998,587.59998,578.59998,587.59998,587.59998,0,0,584.59998
1996-11-12,587.90002,596.59998,587.90002,593.0,593.0,0,0,592.5
